game_id,name,game_slug,price,release_date,platform,description,developer,publisher,genres,Average hours played
183,Detroit: Become Human,detroit-become-human,39.99,2019-12-12T13:00:00.000Z,Windows,"Detroit 2038. Technology has evolved to a point where human like androids are everywhere. They speak, move and behave like human beings, but they are only machines serving humans.",Quantic Dream,Quantic Dream,"SINGLE_PLAYER,ACTION,NARRATION",20492.76
184,The Escapists,the-escapists,17.99,2019-12-12T16:00:00.000Z,,"You’ve landed yourself in prison again, and your only chance is to engineer an escape by any means necessary. How you do it is up to you! Why not cause a prison riot? Or dig a tunnel right under the walls of the prison? Or even steal a guard uniform to blend in with your captors?",Mouldy Toof Studios,Team17 Digital Limited,"ACTION,STRATEGY",29472.88
185,Wattam,wattam,19.99,2019-12-17T11:00:00.000Z,Windows,"Immerse yourself in the creative mind of Keita Takahashi in Wattam. Explore a lonely world where everything has vanished and all seems lost. Play solo or same-screen co-op to help Mayor rediscover the joys of friendship, restore his lost memories, and reconnect with the world ...","Funomena, Inc.",Annapurna Interactive,"CASUAL,INDIE",45879.03
186,The Telltale Batman Shadows Edition,the-telltale-batman,29.99,2019-12-17T11:00:00.000Z,Windows,"Step into the shadows and experience the twisted world of Telltale’s Batman in a way that brings the fractured persona of the Dark Knight and the City of Gotham to life in a visually sinister, new way! This edition brings all 10 episodes into one game.","LCG Entertainment, Inc.,Telltale",Telltale,"ACTION,ADVENTURE",39176.58
187,Hello Neighbor Mod Kit,hello-neighbor,0.00,2019-12-18T21:49:00.000Z,,Hello Mod Kit,,,,23552.38
188,TowerFall Ascension,towerfall-ascension,19.99,2019-12-31T15:00:00.000Z,"Windows,Mac","TowerFall Ascension is the definitive version of the hit archery combat game. Inspired by classics from the golden age of couch multiplayer, it's a 4-player local party game centering around hilarious, intense versus matches.",Matt Makes Games,Matt Makes Games,"MULTIPLAYER,SINGLE_PLAYER",55986.02
189,Magic: The Gathering Arena,mtg-arena,0.00,2020-01-16T08:00:00.000Z,"Windows,Mac","You know the name. Now download and get ready for the most colossal crossover card set in Magic: The Gathering’s history. Unlock powerful decks, earn rewards by playing, and jump into action for players of all skill levels.", Wizards of the Coast, Wizards of the Coast,"CARD_GAME,STRATEGY,CO_OP",28618.61
190,Journey to the Savage Planet,journey-to-the-savage-planet,29.99,2020-01-28T14:00:00.000Z,,"WELCOME TO THE PIONEER PROGRAM! As the newest recruit of Kindred Aerospace - The 4th best interstellar space exploration company - Your job is to determine if the planet ARY-26 planet is fit for humans. You may be short on equipment and experience, but you'll figure it out!",Typhoon Studios,505 Games,"ACTION,EXPLORATION",52348.79
191,Days of War Map Editor,days-of-war,0.00,2020-01-30T18:00:00.000Z,Windows,"Create custom maps for Days of War. Days of War is an online FPS that re-imagines the team-based, close quarters, nonstop action of classic World War II multiplayer shooters.",Driven Arts,Graffiti Games,"ARCADE,FPS,INDIE",35913.93
192,Zombie Army 4: Dead War,zombie-army-4-dead-war,49.99,2020-02-04T15:00:00.000Z,,"Hitler’s hordes are back for more in this spine-chilling shooter from the makers of Sniper Elite 4! Abominable occult enemies, epic weapons and a harrowing new campaign for 1-4 players await in 1940s Europe, as you fight to save humankind from undead Armageddon!",Rebellion,Rebellion,"SHOOTER,SINGLE_PLAYER,MULTIPLAYER",30344.16
193,Carcassonne,carcassonne,9.99,2020-02-06T14:00:00.000Z,Windows,The official adaptation of the famous board game Carcassonne! A modern classic tile-placement game based on the award wining game in which the players draw and place a tile with a piece of southern French landscape on it. The player can then decide to place one of his follower...,Asmodee Digital,Asmodee Digital,,5506.24
194,Aztez,aztez,19.99,2020-02-06T16:00:00.000Z,"Windows,Mac","Aztez is a unique hybrid of beat 'em up and turn-based strategy, set in the world of the Aztec Empire. Highly technical, real-time, beat-em-up combat events resolve ongoing conflicts in your expanding empire.",Team Colorblind,Team Colorblind,"ACTION,INDIE,FIGHTING",30063.24
195,CORRUPTION 2029,corruption-2029,19.99,2020-02-07T11:00:00.000Z,Windows,"Set in a dystopian America in the not-so distant future. CORRUPTION is a new tactical strategy game from The Bearded Ladies, creators of ‘Mutant Year Zero: Road to Eden’.",The Bearded Ladies,The Bearded Ladies,"TURN_BASED,SINGLE_PLAYER,STEALTH",12055.13
196,Mars 2030 Editor,mars-2030,0.00,2020-02-08T12:00:00.000Z,,"The Mars 2030 Editor is an open source version of Mars 2030 that contains all of the content and systems found in the VR project to develop your own space concepts using real NASA data! Build your own space habitat designs, create your own robotic NPC companion using NASA’s Va...",,,,22673.55
197,Faeria,faeria,19.99,2020-02-13T16:00:00.000Z,,"With its unique living board, Faeria is also the only card game where you can gain all 300 cards in less than 50 hours.",Abrakam,Versus Evil,"CARD_GAME,STRATEGY,RPG",17877.08
198,Far Cry 3: Blood Dragon,far-cry-3-blood-dragon,14.99,2020-02-18T16:00:00.000Z,Windows,Far Cry 3: Blood Dragon is THE Kick-Ass Cyber Shooter taking place on a bizarre open-world island crawling with evil.,Ubisoft,Ubisoft,"FPS,OPEN_WORLD,ADVENTURE",12075.88
199,Anno 2205 - Standard Edition,anno-2205,39.99,2020-02-19T16:00:00.000Z,Windows,Anno 2205 – the beloved city builder takes off into space!,Blue Byte,Ubisoft,"STRATEGY,TURN_BASED,CITY_BUILDER",26082.72
200,Assassin's Creed Syndicate Standard Edition,assassins-creed-syndicate,29.99,2020-02-20T16:00:00.000Z,Windows,"London, 1868. In the heart of the Industrial Revolution, play as Jacob Frye - a brash and charismatic Assassin.",Ubisoft,Ubisoft,"OPEN_WORLD,ACTION,STEALTH",42617.23
201,Kine,kine,14.99,2020-02-24T16:00:00.000Z,,"A challenging 3D puzzle game about music, machines, and dreams",Gwen Frey,Gwen Frey,"SINGLE_PLAYER,NARRATION,PUZZLE",11359.53
202,Torchlight,torchlight,14.99,2020-02-26T15:00:00.000Z,Windows,"Legions of twisted creatures, emboldened by Ember, have begun to swarm up from the caves below the sleepy enclave of Torchlight. In this critically acclaimed Action-RPG, you’ll choose from three powerful heroes to adventure the depths for endless treasure and glory. Your adven...",,,"ACTION,RPG,DUNGEON_CRAWLER",32371.70
203,Foregone,foregone,19.99,2020-02-26T16:00:00.000Z,Windows,Foregone is a fast and fluid 2D action-platformer packed with legendary loot and stunning pixel art. Collect an arsenal of powerful weapons and unravel a compelling story of regret and conspiracy as you slice your way through hordes of enemies to save Calagan.,Big Blue Bubble,Big Blue Bubble,"PLATFORMER,RPG,ACTION",31647.12
204,Offworld Trading Company,offworld-trading-company,29.99,2020-02-27T15:00:00.000Z,"Mac,Windows","Mars has been colonized, and Earth's corporate titans fight to dominate this new market. Competition is fierce in this fast-paced economic RTS from Civilization IV Lead Designer, Soren Johnson.",Mohawk Games,Stardock Entertainment,"STRATEGY,COMPETITIVE,INDIE",39614.38
205,GoNNER,gonner,9.99,2020-02-27T16:00:00.000Z,Windows,"GoNNER is a tough as hell score-based procedurally-generated platformer with roguelike elements. GoNNER is also a story about friendship between Ikk, Death, and a space whale named Sally.",Art in Heart,Raw Fury,PLATFORMER,73906.52
206,OVERPASS™,overpass,39.99,2020-02-27T16:00:00.000Z,Windows,"Take control of big-name buggies and quads to negotiate scree slopes, steep inclines and various obstacles on extreme off-road and technically challenging tracks. Find the best route, and manage your acceleration, differentials and drivetrain to dominate in local or online com...",Zordix Racing,Bigben Interactive,"SIMULATION,SPORTS,RACING",37046.07
207,Anodyne 2: Return To Dust,anodyne-2-return-to-dust,19.99,2020-02-28T13:00:00.000Z,Windows,"Run, jump, and drive across vast, dreamy 3D landscapes. Shrink into surreal, 2D dungeons inside of characters' bodies. Travel the world, meet strange people, and save the world from the dangerous Nano Dust.",Analgesic Productions,Analgesic Productions,"ADVENTURE,INDIE,EXPLORATION",54981.48
208,Bloodroots,bloodroots,19.99,2020-02-28T16:00:00.000Z,Windows,"In Bloodroots, the world is your weapon - improvise and adapt to an ever-changing ballet of ultraviolence, in a bloody revenge quest across the Weird West.",Paper Cult,Paper Cult,"ACTION,INDIE,ADVENTURE",12592.10
209,A Short Hike,a-short-hike,7.99,2020-03-04T16:00:00.000Z,"Windows,Mac","Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak. Follow the trails or explore the backcountry as you make your way to the summit. Along the way, meet other hikers, discover hidden treasures, and take in the world around you",Adam Robinson-Yu,Adam Robinson-Yu,"CASUAL,PLATFORMER,INDIE",72206.12
210,Mutazione,mutazione,19.99,2020-03-04T16:00:00.000Z,"Windows,Mac","A mutant soap opera where small-town gossip meets the supernatural. Join Kai as she arrives in the mysterious community of Mutazione to care for her ailing grandfather. Discover scenic hangouts, magical gardens, new friends, and old secrets...",Die Gute Fabrik,Akupara Games,"ADVENTURE,SUPERNATURAL,FANTASY",47509.19
211,State of Decay 2: Juggernaut Edition,state-of-decay-2-juggernaut-edition,29.99,2020-03-13T08:00:00.000Z,Windows,"The dead have risen and civilization has fallen. Now it's up to you to gather survivors, scavenge for resources and build a community with up to three of your friends in a post-apocalyptic world.",Undead Labs,Xbox Game Studios,"ACTION,CO_OP,RPG",14368.78
212,UNO Standard Edition,uno,9.99,2020-03-17T15:00:00.000Z,Windows,UNO makes its return with new exciting features such as added video chat support and an all new theme system which adds more fun! Match cards either by color or value and play action cards to change things up. Race against others to empty your hand before everyone else in eith...,Ubisoft,Ubisoft,"STRATEGY,CARD_GAME",31411.03
213,MONOPOLY® PLUS,monopoly-plus,14.99,2020-03-17T15:00:00.000Z,,"EMBARK ON A JOURNEY TO OWN IT ALL!  Build your empire on a colorful and 3D lively city animated by funny sidekicks! MONOPOLY® PLUS brings the classic franchise to a new level on PC with amazing animations, customizable house rules!",,,,5651.49
214,Insurgency: Sandstorm - Mod Tools & Editor,insurgency-sandstorm,0.00,2020-03-17T17:00:00.000Z,Windows,Here you can download the Mod Tools and Unreal Editor for Insurgency: Sandstorm.,New World Interactive,,"SHOOTER,MULTIPLAYER,FPS",3369.22
215,Dauntless,dauntless,0.00,2020-03-19T13:51:00.000Z,Windows,Dauntless,Phoenix Labs,Phoenix Labs,"ACTION,RPG,MULTIPLAYER",22271.81
216,Watch Dogs Standard Edition,watch-dogs,29.99,2020-03-19T15:00:00.000Z,Windows,"As Aiden Pearce, a brilliant hacker, turn Chicago into the ultimate weapon in your quest for revenge. But what happens when your personal quest collides with an entire city?",Ubisoft Montreal,Ubisoft,"ACTION,ADVENTURE",24319.15
217,Paladins,paladins,0.00,2020-03-24T15:00:00.000Z,,"Join 30+ million players in Paladins, the free-to-play fantasy team-based shooter sensation. Wield guns and magic as a legendary Champion of the Realm, customizing your core set of abilities to play exactly how you want to play.",Evil Mojo Games,Hi-Rez Studios,"COMPETITIVE,MULTIPLAYER,SHOOTER",41830.42
218,Assassin's Creed Rogue Standard Edition,assassins-creed-rogue,19.99,2020-03-25T15:00:00.000Z,Windows,"Introducing Assassin’s Creed Rogue, the darkest chapter in the Assassin’s Creed franchise yet.  As Shay, you will experience the slow transformation from Assassin to Assassin Hunter.",Ubisoft,Ubisoft,"ACTION,ADVENTURE",38126.09
219,Tormentor x Punisher,tormentor-x-punisher,7.99,2020-03-26T15:00:00.000Z,Windows,"Everything in Tormentor ❌ Punisher can be killed in one hit, including bosses and yourself. Bosses change the shape of the arena, conjuring rooms and traps to make it more hellish and brutal. Demons adjust to your play style and punish you accordingly. Explore and discover new...",E-Studio,Raw Fury,"ACTION,INDIE",17758.06
220,Figment,figment,19.99,2020-03-26T15:00:00.000Z,Windows,"Figment is an action-adventure game that invites you to explore a unique surreal universe filled with music, humor and multi layered narrative.",Bedtime Digital Games,Bedtime Digital Games,"ACTION,ADVENTURE,INDIE",22612.15
221,The Stanley Parable,the-stanley-parable,14.99,2020-03-26T15:00:00.000Z,Windows,"The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice.",Galactic Cafe,Galactic Cafe,"ADVENTURE,NARRATION,COMEDY",7504.87
222,Genesis Alpha One Deluxe Edition,genesis-alpha-one,29.99,2020-03-27T14:00:00.000Z,Windows,"Explore a vast universe in this roguelike, ship building, FPS  Genesis Alpha One mixes thrilling roguelike mechanics with a deep ship builder and fast first-person action, putting you in the role of an interstellar pioneer.",Radiation Blue,Team17 Digital Ltd,"ROGUE_LIKE,FPS,BASE_BUILDING",6117.50
223,Totally Reliable Delivery Service Standard Edition,totally-reliable-delivery-service,14.99,2020-04-01T15:00:00.000Z,"Windows,Mac","Buckle up your back brace and fire up the delivery truck, it's time to deliver! Join up to three friends and haphazardly get the job done in an interactive sandbox world. Delivery attempted, that's a Totally Reliable Delivery Service guarantee!",We're Five Games,tinyBuild,"INDIE,PHYSICS,MULTIPLAYER",65885.38
224,Sherlock Holmes: Crimes and Punishments,sherlock-holmes-crimes-and-punishments,29.99,2020-04-02T15:00:00.000Z,Windows,Become the most celebrated detective of all time: Sherlock Holmes! Use your impressive talents as a detective to solve six thrilling and varied cases.,Frogwares,Frogwares,"INVESTIGATION,NARRATION,ADVENTURE",19037.39
225,Hob,hob,19.99,2020-04-02T15:00:00.000Z,Windows,"Hob is a vibrant, suspenseful action-adventure game set on a stunning and brutal world in disarray. As players delve into the mysteries around them, they discover a planet in peril. Can it be mended, or will the world fall further into chaos?",Runic Games,Perfect World Entertainment,"ACTION,ADVENTURE,EXPLORATION",40972.71
226,Gone Home,gone-home,14.99,2020-04-02T15:00:00.000Z,"Windows,Mac","June 7th, 1995. 1:15 AM.   You arrive home after a year abroad. You expect your family to greet you, but the house is empty. Something's not right. Where is everyone? And what's happened here? Unravel the mystery for yourself in Gone Home.",The Fullbright Company,The Fullbright Company,"INDIE,ADVENTURE,FIRST_PERSON",4843.38
227,Industries of Titan,industries-of-titan,29.99,2020-04-14T15:00:00.000Z,Windows,"Industries of Titan is an industrial city building sim/strategy game set on Saturn's moon, Titan. Create a sprawling industrial city, design powerful factories, and compete with other rival corporations to stake your claim to the industries of Titan!  As the Founder of a new c...",Brace Yourself Games,Brace Yourself Games,"STRATEGY,CITY_BUILDER,SIMULATION",38628.85
228,Wheels of Aurelia,wheels-of-aurelia,14.99,2020-04-16T15:00:00.000Z,"Windows,MAC","Embark on an immersive road trip through the gritty western coast of Italy during the roaring 1970’s. Playing as Lella, a bold, spunky woman, experience the sights and sounds of a tumultuous time in Italy’s history while uncovering events from Lella’s past.",Santa Ragione srl,Santa Ragione srl,"INDIE,NARRATION,RACING",8366.98
229,Just Cause 4 Reloaded,just-cause-4,39.99,2020-04-23T15:00:00.000Z,Windows,"Rogue agent Rico Rodriguez journeys to Solis, a huge South American world home of conflict, oppression and extreme weather conditions. Strap into your wingsuit, equip your fully customizable grappling hook, and get ready to bring the thunder!",Avalanche Studios,Square Enix,"ACTION,OPEN_WORLD,PHYSICS",23770.82
230,For The King,for-the-king,19.99,2020-04-23T15:00:00.000Z,Windows,"For The King is a challenging blend of strategy, turn-based combat, and roguelike elements. Each playthrough is unique with procedural maps, quests, and events. Explore Fahrul in either single player, local, or online co-op.",IronOak Games,Curve Digital,"TURN_BASED,ADVENTURE,CO_OP",41680.34
231,SMITE,smite,0.00,2020-04-28T15:00:00.000Z,,"Join 35+ million players in SMITE, the Battleground of the Gods! Wield Thor’s hammer, turn your foes to stone as Medusa, or flex your divine power as one of 100+ other mythological icons. Become a God and play FREE today!",Titan Forge Games,Hi-Rez Studios,"COMPETITIVE,MULTIPLAYER",41840.19
232,SnowRunner,snowrunner,29.99,2020-04-28T16:00:00.000Z,Windows,Get ready for the next-generation off-road experience!  Drive powerful vehicles and overcome extreme open environments to complete dozens of challenging missions solo or with up to 3 friends!,Saber Interactive,Focus Entertainment,SIMULATION,30097.98
233,Dread Nautical,dread-nautical,19.99,2020-04-29T11:00:00.000Z,Windows,"Your cruise was so relaxing until the monsters from another dimension showed up to kill everyone. Fight them off, manage your resources effectively, and convince scattered survivors to join your efforts. A captivatingly eerie tactical turn-based RPG.",Zen Studios,Zen Studios,"TURN_BASED,RPG,ROGUE_LITE",39227.63
234,Levelhead,levelhead,19.99,2020-04-30T15:00:00.000Z,Windows,"Build, play, share and compete in Levelhead, the platformer maker. Create challenging levels with the deep, intuitive systems of the level editor, then share those levels with the world and gain a following!",Butterscotch Shenanigans,Butterscotch Shenanigans,"INDIE,PLATFORMER,SIMULATION",6471.41
235,Amnesia: The Dark Descent,amnesia-the-dark-descent,19.99,2020-04-30T15:00:00.000Z,"Windows,Mac","Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.",Frictional Games,Frictional Games,"INDIE,FIRST_PERSON,HORROR",38308.81
236,Crashlands,crashlands,14.99,2020-04-30T15:00:00.000Z,Windows,"TIME Magazine Top 10 Games of 2016 Craft, battle, and quest your way through Crashlands, a story-driven Crafting ARPG overflowing with sass!",Butterscotch Shenanigans,Butterscotch Shenanigans,"ACTION,RPG,ADVENTURE",16913.02
237,Might & Magic: Chess Royale,might-and-magic-chess-royale,0.00,2020-05-05T15:00:00.000Z,Windows,Discover Might & Magic: Chess Royale the first massive real-time 100-player autobattler from the Might & Magic high-fantasy universe.,Ubisoft,Ubisoft,"BATTLE_ROYALE,STRATEGY",29904.08
238,Old World,old-world,39.99,2020-05-05T15:00:00.000Z,"Windows,Mac","Conquer the Old World in this historical, epic strategy game from Soren Johnson, Lead Designer of Civilization IV and Offworld Trading Company. Every year is a turn, and each leader is a mere mortal, so your lasting legacy will be the dynasty you leave behind.",Mohawk Games,Mohawk Games,"STRATEGY,TURN_BASED,EARLY_ACCESS",7881.00
239,Death Coming,death-coming,6.99,2020-05-07T15:00:00.000Z,Windows,"'Death Coming' is a non-linear puzzle game where you must harvest human souls ‘Final Destination’ style. However, pesky mortals are not your only problem, as the Agents of Light will do everything they can to stop you.",NExT Studios,NExT Studios,"CASUAL,STRATEGY,PUZZLE",33575.69
240,Before We Leave,before-we-leave,19.99,2020-05-08T14:00:00.000Z,"Windows,Mac",Before We Leave is a non-violent city building game set in a cozy corner of the universe. Nurture your Peeps and their surroundings while rebuilding and rediscovering civilisation. Settle new lands and planets while avoiding hungry Space Whales.,Balancing Monkey Games,Team17,"CITY_BUILDER,INDIE,SINGLE_PLAYER",31961.81
241,Huntdown,huntdown,19.99,2020-05-12T17:00:00.000Z,"Windows,Mac","In the mayhem-filled streets of the future where gangs rule and cops fear to tread, only the bounty hunters can free the city from corruption. Lay waste to the criminal underworld and make a killing in this hard boiled action comedy arcade shooter.",Easy Trigger Games,Coffee Stain Publishing,"PLATFORMER,ACTION,CO_OP",43618.56
242,The Witcher 3: Wild Hunt - Game of the Year Edition,the-witcher-3-wild-hunt,49.96,2020-05-14T14:00:00.000Z,Windows,"As war rages on throughout the Northern Realms, you take on the greatest contract of your life — tracking down the Child of Prophecy, a living weapon that can alter the shape of the world.",CD PROJEKT RED,CD PROJEKT S.A.,"RPG,OPEN_WORLD,ADVENTURE",57714.03
243,Grand Theft Auto V: Premium Edition,grand-theft-auto-v,29.99,2020-05-14T15:00:00.000Z,Windows,"The Grand Theft Auto V: Premium Edition includes the complete GTAV story, Grand Theft Auto Online and all existing gameplay upgrades and content. You’ll also get the Criminal Enterprise Starter Pack, the fastest way to jumpstart your criminal empire in GTA Online.",Rockstar Games,Rockstar Games,"ACTION,ADVENTURE",35696.46
244,Sid Meier’s Civilization® VI,sid-meiers-civilization-vi,59.99,2020-05-21T15:00:00.000Z,Windows,"Civilization VI offers new ways to interact with your world, expand your empire across the map, advance your culture, and compete against history’s greatest leaders to build a civilization that will stand the test of time.",Firaxis Games,2K,"TURN_BASED,STRATEGY,4X",29001.18
245,Saints Row®: The Third™  Remastered,saints-row-the-third-remastered,39.99,2020-05-22T08:00:00.000Z,Windows,"Experience The Full Package, Remastered.                        Steelport, the original city of sin, has never looked so good as it drowns in sex, drugs and guns. The Third Street Saints are at the height of power and yours to control. This is your city. These are your rules.","Deep Silver Volition, Sperasoft",Deep Silver,"ACTION,SINGLE_PLAYER,MULTIPLAYER",34423.92
246,Maneater,maneater,39.99,2020-05-22T09:00:00.000Z,,"Experience the ultimate power fantasy as the apex predator of the seas - a terrifying SHARK! Maneater is a single player, open world action RPG (ShaRkPG) where YOU are the shark. Eat! Explore! Evolve!", Tripwire Interactive,Tripwire Interactive,"ACTION,RPG,SINGLE_PLAYER",26979.83
247,SLUDGE LIFE,sludge-life,14.99,2020-05-28T13:00:00.000Z,Windows,SLUDGE LIFE is a first-person / open-world / vandalism-centric stroll through a polluted island full of cranky idiots and a vibe so thick you can taste it. Play as upcoming tagger GHOST set on staking their claim amongst the graffiti elite.,Terri Vellmann & Doseone,Devolver Digital,"INDIE,COMEDY,FIRST_PERSON",23843.40
248,Borderlands: The Handsome Collection,borderlands-the-handsome-collection,59.99,2020-05-28T15:00:00.000Z,,The Handsome Collection,,,,64413.36
249,Poly Bridge 2,poly-bridge-2,14.99,2020-05-28T17:00:00.000Z,"Windows,Mac","The acclaimed bridge-building simulator is back and better than ever! New levels, new mechanics, a custom physics engine, workshop campaigns, and much more! Rediscover your engineering creativity with even more hours of puzzling fun!",Dry Cactus,Dry Cactus,"PHYSICS,PUZZLE,SIMULATION",51789.45
250,Disco Elysium,disco-elysium,39.99,2020-06-06T18:00:00.000Z,"Windows,Mac","Disco Elysium - The Final Cut is a groundbreaking role playing game. You’re a detective with a unique skill system at your disposal. Interrogate unforgettable characters, crack murders or take bribes. Become a hero or an absolute disaster of a human being.",ZA/UM,ZA/UM,"ADVENTURE,INVESTIGATION,RPG",17270.69
251,RimWorld,rimworld,34.99,2020-06-09T14:00:00.000Z,"Windows,MAC","RimWorld is a sci-fi colony sim driven by an intelligent AI storyteller. Inspired by Dwarf Fortress, Firefly, and Dune. It’s designed to co-author tragic, twisted, and triumphant stories about imprisoned pirates, desperate colonists, starvation and survival.",Ludeon Studios,Ludeon Studios,"BASE_BUILDING,SURVIVAL,STRATEGY",28350.01
252,Beyond Blue,beyond-blue,19.99,2020-06-11T04:00:00.000Z,Windows,"Beyond Blue is a single-player narrative adventure that takes you deep into our planet’s beating blue heart.  Set in the near future, Beyond Blue explores the mysteries of our ocean through the eyes of Mirai, a deep-sea explorer and scientist. Become a part of a newly-formed r...",E-Line Media,E-Line Media,"INDIE,CASUAL,ADVENTURE",68733.05
253,Pathway,pathway,15.99,2020-06-11T15:00:00.000Z,"Windows,Mac","Explore the strange unknown with Pathway, a strategy adventure set in the 1930s great wilderness. Unravel long-forgotten mysteries of the occult, raid ancient tombs and outwit your foes in turn-based squad combat!",Robotality,Chucklefish,"STRATEGY,TURN_BASED,ROGUE_LITE",13998.93
254,ARK: Survival Evolved,ark,29.99,2020-06-11T15:00:00.000Z,Windows,"Stranded on the shores of a mysterious island, you must learn to survive. Use your cunning to kill or tame the primeval creatures roaming the land, and encounter other players to survive, dominate... and escape!",,,,62271.26
255,SAMURAI SHODOWN,samurai-shodown-reboot,49.99,2020-06-11T15:00:00.000Z,Windows,SAMURAI REBOOT! A brand new SAMURAI SHODOWN game takes aim for the world stage!,SNK ,SNK,"SINGLE_PLAYER,FIGHTING,MULTIPLAYER",7724.42
256,SAMURAI SHODOWN NEOGEO COLLECTION,samurai-shodown-neogeo-collection,39.99,2020-06-11T15:00:00.000Z,Windows,"The ULTIMATE collection is here! Six NEOGEO titles as well as one mysterious, unreleased game are featured! Featuring Online Battle Modes as well as a Museum Mode and Music Player. This collection is a must-have for all SAMURAI SHODOWN fans across the globe!",Digital Eclipse,SNK CORPORATION,"FIGHTING,MULTIPLAYER",49067.56
257,Among Trees,among-trees,14.99,2020-06-13T19:20:00.000Z,Windows,"A small vibrant survival sandbox, Among Trees is set in a colorful wilderness world teeming with life. Explore a colorful, breathing world that is filled to the brim with life. From dense forests to dark caves.",FJRD Interactive,FJRD Interactive,"SURVIVAL,INDIE,EXPLORATION",23327.37
258,Desperados III,desperados-3,49.99,2020-06-16T17:00:00.000Z,Windows,"Desperados III is a story-driven, hardcore tactical stealth game, set in a ruthless Wild West scenario. Play smart if you want to succeed. A good plan can make the difference between survival and finding yourself at the business end of a pistol.", Mimimi Games, THQ Nordic,STRATEGY,8227.54
259,Mount & Blade II: Bannerlord,mount-and-blade-2,49.99,2020-06-18T06:00:00.000Z,Windows,"The horns sound, the ravens gather. An empire is torn by civil war. Beyond its borders, new kingdoms rise. Gird on your sword, don your armour, summon your followers and ride forth to win glory on the battlefields of Calradia.",TaleWorlds Entertainment,TaleWorlds Entertainment,"ACTION,RPG,SIMULATION",25609.04
260,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,spongebob-squarepants-battle-for-bikini-bottom-rehydrated,29.99,2020-06-23T17:00:00.000Z,Windows,"Are you ready, kids? The cult classic is back, faithfully remade in spongetastic splendor! Play as SpongeBob, Patrick and Sandy and show the evil Plankton that crime pays even less than Mr. Krabs.",Purple Lamp Studios,THQ Nordic,"ACTION,ADVENTURE,CASUAL",6226.87
261,Missile Command: Recharged,missile-command-recharged,2.99,2020-06-24T15:00:00.000Z,"Windows,Mac","Missile Command: Recharged is a re-imagining of the beloved classic with fast-paced, arcade action. Fire counter-missiles to protect your base and target powerups to gain an edge at critical moments. Hone your skills to compete in global leaderboards.",Nickervision Studios, Atari Inc,"ACTION,ARCADE,SINGLE_PLAYER",67385.11
262,AER Memories of Old,aer-memories-of-old,14.99,2020-06-25T15:00:00.000Z,Windows,Transform into a bird and fly to explore and experience a vibrant world of floating islands in the sky. Venture down into lost ancient ruins where each step leads you closer to the end of the world.,Forgotten Key,Daedalic Entertainment,"OPEN_WORLD,ADVENTURE,EXPLORATION",25136.90
263,Anno 1701 History Edition,anno-1701,9.99,2020-06-25T15:00:00.000Z,Windows,Rediscover the classic gameplay of 1701 A.D. and its expansion The Sunken Dragon in Anno® 1701 History Edition.,Ubisoft Blue Byte,Ubisoft,"STRATEGY,CITY_BUILDER",57922.60
264,Anno 1404 History Edition,anno-1404,14.99,2020-06-25T15:00:00.000Z,Windows,Relive the captivating gameplay of a true city-building classic with the Anno 1404 and its expansion Venice in this History Edition. See the game like never before - updated and optimized to work smoothly on current computers with resolutions of up to 4K.,Ubisoft Blue Byte,Ubisoft,"STRATEGY,CITY_BUILDER",31141.23
265,Trackmania,trackmania,0.00,2020-07-01T15:00:00.000Z,Windows,"Trackmania, the racing franchise from Ubisoft Nadeo, is back with the most compelling remake of Trackmania Nations.",Ubisoft Nadeo,Ubisoft,"ARCADE,RACING,MULTIPLAYER",21311.87
266,Hue,hue,14.99,2020-07-02T15:00:00.000Z,Windows,"Hue is a vibrant, award-winning puzzle-adventure, where you alter the world by changing its background color. Includes full colorblind support, using symbols as a color aid",Fiddle Sticks,Curve Digital,"PLATFORMER,PUZZLE,ADVENTURE",46249.64
267,Killing Floor 2,killing-floor-2,29.99,2020-07-09T15:00:00.000Z,Windows,"In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by rogue elements of the Horzine Corporation. 6-player Co-Op & 12-player VS Zed-slaughtering mayhem.",Tripwire Interactive,Tripwire Interactive,"CO_OP,MULTIPLAYER,FPS",48951.94
268,Lifeless Planet: Premier Edition,lifeless-planet-premier-edition,19.99,2020-07-09T15:00:00.000Z,Windows,"PREMIER EDITION - While seeking life on a distant planet, an astronaut discovers an abandoned Russian town. He suspects his mission is a hoax until a mysterious young woman saves him from a strange and deadly phenomenon...",Stage 2 Studios,Serenity Forge,"ACTION,ADVENTURE,INDIE",16528.78
269,The Escapists 2,the-escapists-2,19.99,2020-07-09T15:00:00.000Z,Windows,"Risk it all to breakout from the toughest prisons in the world. Explore the biggest prisons yet! You’ll have to live by the prison rules, attending roll call, doing prison jobs and following strict routines; all the while engineering your bid for freedom!",,,"STRATEGY,INDIE,SIMULATION",33174.41
